Temp (C) -2h,Dew Point Temp (C) -2h,Rel Hum (%) -2h,Wind Dir (10s deg) -2h,Wind Spd (km/h) -2h,Visibility (km) -2h,Stn Press (kPa) -2h,Weather -2h,Temp (C) -1h,Dew Point Temp (C) -1h,Rel Hum (%) -1h,Wind Dir (10s deg) -1h,Wind Spd (km/h) -1h,Visibility (km) -1h,Stn Press (kPa) -1h,Weather -1h,Weather
6,4.7,91,8,18,32.2,102.24,FALSE,6.6,4.9,89,8,15,9.7,102.28,TRUE,TRUE
6.6,4.9,89,8,15,9.7,102.28,TRUE,7.1,5.9,92,8,15,11.3,102.24,TRUE,FALSE
7.1,5.9,92,8,15,11.3,102.24,TRUE,7.9,5.8,86,9,15,32.2,102.24,FALSE,FALSE
7.9,5.8,86,9,15,32.2,102.24,FALSE,7.9,6.1,88,8,14,32.2,102.22,FALSE,FALSE
7.9,6.1,88,8,14,32.2,102.22,FALSE,7.6,5.9,89,8,17,32.2,102.19,FALSE,FALSE
7.6,5.9,89,8,17,32.2,102.19,FALSE,7.8,5.9,88,9,17,32.2,102.17,FALSE,FALSE
7.8,5.9,88,9,17,32.2,102.17,FALSE,7.9,5.9,87,7,16,32.2,102.12,FALSE,TRUE
7.9,5.9,87,7,16,32.2,102.12,FALSE,7.8,6.1,89,8,15,24.1,102.09,TRUE,FALSE
7.8,6.1,89,8,15,24.1,102.09,TRUE,7.9,5.9,87,9,17,24.1,102.03,FALSE,FALSE
7.9,5.9,87,9,17,24.1,102.03,FALSE,8,6,87,9,17,24.1,102,FALSE,FALSE
8,6,87,9,17,24.1,102,FALSE,8.3,6,85,8,18,24.1,102.03,FALSE,TRUE
8.3,6,85,8,18,24.1,102.03,FALSE,8.1,6.2,87,9,17,24.1,101.99,TRUE,TRUE
8.1,6.2,87,9,17,24.1,101.99,TRUE,8,6.3,89,10,17,24.1,102.01,TRUE,FALSE
8,6.3,89,10,17,24.1,102.01,TRUE,8,6.6,91,9,20,24.1,101.98,FALSE,FALSE
8,6.6,91,9,20,24.1,101.98,FALSE,8.4,6.6,89,10,26,24.1,101.88,FALSE,FALSE
8.4,6.6,89,10,26,24.1,101.88,FALSE,8.9,6.4,84,11,26,24.1,101.85,FALSE,FALSE
8.9,6.4,84,11,26,24.1,101.85,FALSE,9,6.4,84,10,22,24.1,101.82,FALSE,FALSE
9,6.4,84,10,22,24.1,101.82,FALSE,9.4,6.3,81,13,18,24.1,101.73,FALSE,TRUE
9.4,6.3,81,13,18,24.1,101.73,FALSE,9.2,6.2,81,11,27,24.1,101.68,TRUE,TRUE
9.2,6.2,81,11,27,24.1,101.68,TRUE,8.7,7,89,12,19,19.3,101.71,TRUE,TRUE
8.7,7,89,12,19,19.3,101.71,TRUE,8.4,7.3,93,15,8,11.3,101.79,TRUE,FALSE
8.4,7.3,93,15,8,11.3,101.79,TRUE,8.3,7.3,94,11,21,32.2,101.65,FALSE,FALSE
8.3,7.3,94,11,21,32.2,101.65,FALSE,8.5,7.3,92,12,20,32.2,101.77,FALSE,FALSE
8.5,7.3,92,12,20,32.2,101.77,FALSE,8.3,7.1,92,10,25,32.2,101.77,FALSE,FALSE
8.3,7.1,92,10,25,32.2,101.77,FALSE,8.4,7.1,91,9,22,32.2,101.7,FALSE,FALSE
8.4,7.1,91,9,22,32.2,101.7,FALSE,8.8,7.1,89,11,25,32.2,101.69,FALSE,FALSE
8.8,7.1,89,11,25,32.2,101.69,FALSE,9.1,7,87,8,17,32.2,101.65,FALSE,FALSE
9.1,7,87,8,17,32.2,101.65,FALSE,9.3,6.5,82,8,13,32.2,101.56,FALSE,FALSE
9.3,6.5,82,8,13,32.2,101.56,FALSE,9.5,6.1,79,9,19,24.1,101.5,FALSE,FALSE
9.5,6.1,79,9,19,24.1,101.5,FALSE,9.9,5.6,74,7,22,32.2,101.36,FALSE,FALSE
9.9,5.6,74,7,22,32.2,101.36,FALSE,10,5.8,75,9,23,32.2,101.27,FALSE,TRUE
10,5.8,75,9,23,32.2,101.27,FALSE,9.4,6.3,81,8,21,24.1,101.15,TRUE,TRUE
9.4,6.3,81,8,21,24.1,101.15,TRUE,7.8,6.9,94,10,28,16.1,101.04,TRUE,TRUE
7.8,6.9,94,10,28,16.1,101.04,TRUE,8.1,6.8,92,8,28,16.1,100.92,TRUE,TRUE
8.1,6.8,92,8,28,16.1,100.92,TRUE,8,6.7,91,7,25,16.1,100.83,TRUE,TRUE
8,6.7,91,7,25,16.1,100.83,TRUE,8.3,6.5,88,9,29,16.1,100.7,TRUE,TRUE
8.3,6.5,88,9,29,16.1,100.7,TRUE,8.1,6.6,91,7,26,16.1,100.56,TRUE,FALSE
8.1,6.6,91,7,26,16.1,100.56,TRUE,8.4,6.5,88,8,26,19.3,100.45,FALSE,TRUE
8.4,6.5,88,8,26,19.3,100.45,FALSE,7.5,6.8,95,8,22,8.1,100.41,TRUE,TRUE
7.5,6.8,95,8,22,8.1,100.41,TRUE,7.7,6.9,95,9,30,9.7,100.24,TRUE,TRUE
7.7,6.9,95,9,30,9.7,100.24,TRUE,7.9,7.2,95,9,32,9.7,100.12,TRUE,TRUE
7.9,7.2,95,9,32,9.7,100.12,TRUE,7.9,7.2,95,8,30,9.7,100.08,TRUE,TRUE
7.9,7.2,95,8,30,9.7,100.08,TRUE,7.8,7.3,96,10,26,9.7,100.04,TRUE,FALSE
7.8,7.3,96,10,26,9.7,100.04,TRUE,7.9,7.5,97,9,22,12.9,100.04,FALSE,FALSE
7.9,7.5,97,9,22,12.9,100.04,FALSE,8.2,7.8,97,9,22,24.1,100.04,FALSE,FALSE
8.2,7.8,97,9,22,24.1,100.04,FALSE,9.4,8.8,96,9,15,17.7,100.08,FALSE,FALSE
9.4,8.8,96,9,15,17.7,100.08,FALSE,10,9.4,97,8,16,32.2,100.16,FALSE,FALSE
10,9.4,97,8,16,32.2,100.16,FALSE,10,9.4,96,8,10,17.7,100.31,FALSE,FALSE
10,9.4,96,8,10,17.7,100.31,FALSE,10.2,9.5,96,7,16,24.1,100.37,FALSE,FALSE
10.2,9.5,96,7,16,24.1,100.37,FALSE,10.3,9.8,97,7,11,24.1,100.46,FALSE,FALSE
10.3,9.8,97,7,11,24.1,100.46,FALSE,10.7,10,95,8,21,32.2,100.39,FALSE,FALSE
10.7,10,95,8,21,32.2,100.39,FALSE,10.6,9.7,94,12,20,32.2,100.47,FALSE,FALSE
10.6,9.7,94,12,20,32.2,100.47,FALSE,10.4,9.7,95,10,23,32.2,100.41,FALSE,FALSE
10.4,9.7,95,10,23,32.2,100.41,FALSE,9.9,9.4,96,10,23,32.2,100.34,FALSE,TRUE
9.9,9.4,96,10,23,32.2,100.34,FALSE,10,9.7,98,9,15,8.1,100.18,TRUE,TRUE
10,9.7,98,9,15,8.1,100.18,TRUE,9.8,9.4,98,9,23,6.4,100.01,TRUE,TRUE
9.8,9.4,98,9,23,6.4,100.01,TRUE,9.8,9.4,97,8,30,6.4,99.68,TRUE,TRUE
9.8,9.4,97,8,30,6.4,99.68,TRUE,10,9.3,96,9,25,8.1,99.55,TRUE,TRUE
10,9.3,96,9,25,8.1,99.55,TRUE,9.7,9.2,96,10,22,6.4,99.37,TRUE,TRUE
9.7,9.2,96,10,22,6.4,99.37,TRUE,11.9,11.2,96,14,35,9.7,99.23,TRUE,TRUE
11.9,11.2,96,14,35,9.7,99.23,TRUE,11.9,11.2,95,14,32,16.1,99.07,TRUE,FALSE
11.9,11.2,95,14,32,16.1,99.07,TRUE,12,10.9,93,16,40,24.1,99.06,FALSE,FALSE
12,10.9,93,16,40,24.1,99.06,FALSE,6.1,5.3,94,28,47,16.1,99.55,FALSE,FALSE
6.1,5.3,94,28,47,16.1,99.55,FALSE,5.8,4.7,93,28,37,24.1,100.01,FALSE,FALSE
5.8,4.7,93,28,37,24.1,100.01,FALSE,6.4,4.6,88,27,26,24.1,100.45,FALSE,FALSE
6.4,4.6,88,27,26,24.1,100.45,FALSE,7.3,4.1,80,24,28,24.1,100.71,FALSE,FALSE
7.3,4.1,80,24,28,24.1,100.71,FALSE,7.6,1.6,66,25,42,24.1,100.98,FALSE,FALSE
7.6,1.6,66,25,42,24.1,100.98,FALSE,6.9,0.8,65,24,44,24.1,101.28,FALSE,FALSE
6.9,0.8,65,24,44,24.1,101.28,FALSE,6.8,1,66,24,36,32.2,101.5,FALSE,FALSE
6.8,1,66,24,36,32.2,101.5,FALSE,7,1.1,66,25,34,32.2,101.77,FALSE,FALSE
7,1.1,66,25,34,32.2,101.77,FALSE,7.3,1.5,67,25,35,32.2,102.11,FALSE,FALSE
7.3,1.5,67,25,35,32.2,102.11,FALSE,7.8,2.3,68,27,28,32.2,102.34,FALSE,FALSE
7.8,2.3,68,27,28,32.2,102.34,FALSE,8.3,3.6,72,29,21,32.2,102.56,FALSE,FALSE
8.3,3.6,72,29,21,32.2,102.56,FALSE,8.8,3.5,69,30,13,32.2,102.68,FALSE,FALSE
8.8,3.5,69,30,13,32.2,102.68,FALSE,9,3,66,29,12,32.2,102.72,FALSE,FALSE
9,3,66,29,12,32.2,102.72,FALSE,8.9,2.6,65,26,10,32.2,102.82,FALSE,FALSE
8.9,2.6,65,26,10,32.2,102.82,FALSE,8.8,0.6,56,29,12,32.2,102.95,FALSE,FALSE
8.8,0.6,56,29,12,32.2,102.95,FALSE,7,2.8,75,21,17,32.2,103.07,FALSE,FALSE
7,2.8,75,21,17,32.2,103.07,FALSE,5.8,2.1,77,8,9,32.2,103.15,FALSE,FALSE
5.8,2.1,77,8,9,32.2,103.15,FALSE,4.8,1.2,77,13,10,32.2,103.16,FALSE,FALSE
4.8,1.2,77,13,10,32.2,103.16,FALSE,4.4,1,78,8,7,32.2,103.27,FALSE,FALSE
4.4,1,78,8,7,32.2,103.27,FALSE,4.7,1,77,8,7,32.2,103.28,FALSE,FALSE
4.7,1,77,8,7,32.2,103.28,FALSE,4.5,1,78,8,13,32.2,103.29,FALSE,FALSE
4.5,1,78,8,13,32.2,103.29,FALSE,3.7,0.8,82,8,11,32.2,103.31,FALSE,FALSE
3.7,0.8,82,8,11,32.2,103.31,FALSE,3.2,0.9,85,8,10,32.2,103.36,FALSE,FALSE
3.2,0.9,85,8,10,32.2,103.36,FALSE,2.9,0.6,84,7,10,32.2,103.38,FALSE,FALSE
2.9,0.6,84,7,10,32.2,103.38,FALSE,2.5,0.7,88,9,12,32.2,103.37,FALSE,FALSE
2.5,0.7,88,9,12,32.2,103.37,FALSE,1.5,0.1,90,9,9,32.2,103.35,FALSE,FALSE
1.5,0.1,90,9,9,32.2,103.35,FALSE,1.8,0.1,88,8,10,32.2,103.37,FALSE,FALSE
1.8,0.1,88,8,10,32.2,103.37,FALSE,1.8,0.2,89,10,8,32.2,103.32,FALSE,FALSE
1.8,0.2,89,10,8,32.2,103.32,FALSE,2.7,0.8,87,10,9,32.2,103.28,FALSE,FALSE
2.7,0.8,87,10,9,32.2,103.28,FALSE,3.4,1.4,87,36,1,32.2,103.19,FALSE,FALSE
3.4,1.4,87,36,1,32.2,103.19,FALSE,3.7,0.6,80,10,9,32.2,103.09,FALSE,FALSE
3.7,0.6,80,10,9,32.2,103.09,FALSE,3.5,1.3,86,27,7,32.2,103.11,FALSE,FALSE
3.5,1.3,86,27,7,32.2,103.11,FALSE,4.3,2.5,88,18,7,32.2,103.11,FALSE,FALSE
4.3,2.5,88,18,7,32.2,103.11,FALSE,5.3,2.2,80,21,5,32.2,103.09,FALSE,FALSE
5.3,2.2,80,21,5,32.2,103.09,FALSE,5.9,1.4,73,21,5,32.2,103.03,FALSE,FALSE
5.9,1.4,73,21,5,32.2,103.03,FALSE,6.3,1.6,72,25,8,32.2,102.97,FALSE,FALSE
6.3,1.6,72,25,8,32.2,102.97,FALSE,7.2,2,69,12,5,32.2,102.85,FALSE,FALSE
7.2,2,69,12,5,32.2,102.85,FALSE,8.6,1.7,62,6,9,32.2,102.79,FALSE,FALSE
8.6,1.7,62,6,9,32.2,102.79,FALSE,6.8,3.2,78,36,1,32.2,102.71,FALSE,FALSE
6.8,3.2,78,36,1,32.2,102.71,FALSE,8.1,2.8,69,11,9,32.2,102.6,FALSE,FALSE
8.1,2.8,69,11,9,32.2,102.6,FALSE,5.6,3.5,86,27,5,32.2,102.54,FALSE,FALSE
5.6,3.5,86,27,5,32.2,102.54,FALSE,6.3,3.6,83,0,1,32.2,102.45,FALSE,FALSE
6.3,3.6,83,0,1,32.2,102.45,FALSE,6.2,4,86,36,3,32.2,102.38,FALSE,FALSE
6.2,4,86,36,3,32.2,102.38,FALSE,6.8,3,76,9,18,32.2,102.31,FALSE,FALSE
6.8,3,76,9,18,32.2,102.31,FALSE,6.6,2.8,77,10,14,32.2,102.37,FALSE,TRUE
6.6,2.8,77,10,14,32.2,102.37,FALSE,7.3,2.3,70,8,13,32.2,102.36,TRUE,TRUE
7.3,2.3,70,8,13,32.2,102.36,TRUE,7.1,4.3,82,8,20,6.4,102.45,TRUE,TRUE
7.1,4.3,82,8,20,6.4,102.45,TRUE,7.3,5.6,89,5,25,19.3,102.42,TRUE,FALSE
7.3,5.6,89,5,25,19.3,102.42,TRUE,7.7,6.3,91,5,33,12.9,102.44,FALSE,TRUE
7.7,6.3,91,5,33,12.9,102.44,FALSE,7.6,7.1,97,10,25,16.1,102.5,TRUE,FALSE
7.6,7.1,97,10,25,16.1,102.5,TRUE,7.7,7.2,96,7,17,32.2,102.58,FALSE,FALSE
7.7,7.2,96,7,17,32.2,102.58,FALSE,8.1,7.2,95,7,17,32.2,102.64,FALSE,FALSE
8.1,7.2,95,7,17,32.2,102.64,FALSE,8,7.2,94,7,13,32.2,102.65,FALSE,FALSE
8,7.2,94,7,13,32.2,102.65,FALSE,7.9,7.1,95,10,7,32.2,102.71,FALSE,FALSE
7.9,7.1,95,10,7,32.2,102.71,FALSE,7.4,6.7,95,9,12,32.2,102.74,FALSE,FALSE
7.4,6.7,95,9,12,32.2,102.74,FALSE,5.2,4.6,96,11,12,24.1,102.81,FALSE,FALSE
5.2,4.6,96,11,12,24.1,102.81,FALSE,6.7,6.3,97,6,11,24.1,102.86,FALSE,FALSE
6.7,6.3,97,6,11,24.1,102.86,FALSE,8.5,7.5,94,11,10,32.2,102.87,FALSE,FALSE
8.5,7.5,94,11,10,32.2,102.87,FALSE,8.5,7.6,94,9,12,32.2,102.85,FALSE,FALSE
8.5,7.6,94,9,12,32.2,102.85,FALSE,9.5,7.7,88,2,12,32.2,102.83,FALSE,FALSE
9.5,7.7,88,2,12,32.2,102.83,FALSE,10.1,7.1,82,6,7,32.2,102.86,FALSE,FALSE
10.1,7.1,82,6,7,32.2,102.86,FALSE,10.6,6.9,78,15,3,32.2,102.86,FALSE,FALSE
10.6,6.9,78,15,3,32.2,102.86,FALSE,9.4,7.1,86,22,9,32.2,102.92,FALSE,FALSE
9.4,7.1,86,22,9,32.2,102.92,FALSE,7.5,6.6,94,20,9,32.2,102.95,FALSE,FALSE
7.5,6.6,94,20,9,32.2,102.95,FALSE,5.6,5.2,97,12,6,32.2,102.99,FALSE,FALSE
5.6,5.2,97,12,6,32.2,102.99,FALSE,4.4,4,97,32,3,32.2,103,FALSE,FALSE
4.4,4,97,32,3,32.2,103,FALSE,4.9,4.6,98,4,3,32.2,103.06,FALSE,FALSE
4.9,4.6,98,4,3,32.2,103.06,FALSE,6.2,5.8,98,4,8,32.2,103.07,FALSE,FALSE
6.2,5.8,98,4,8,32.2,103.07,FALSE,5.8,5.1,95,3,9,32.2,103.06,FALSE,FALSE
5.8,5.1,95,3,9,32.2,103.06,FALSE,6.5,4.9,90,8,9,32.2,103.08,FALSE,FALSE
6.5,4.9,90,8,9,32.2,103.08,FALSE,6.3,5.2,93,8,11,32.2,103.1,FALSE,FALSE
6.3,5.2,93,8,11,32.2,103.1,FALSE,5.3,4.8,96,8,13,32.2,103.11,FALSE,FALSE
5.3,4.8,96,8,13,32.2,103.11,FALSE,4.3,3.8,96,10,15,32.2,103.09,FALSE,FALSE
4.3,3.8,96,10,15,32.2,103.09,FALSE,4.6,4.2,97,7,9,32.2,103.08,FALSE,FALSE
4.6,4.2,97,7,9,32.2,103.08,FALSE,4.9,4.3,96,36,2,32.2,103.12,FALSE,FALSE
4.9,4.3,96,36,2,32.2,103.12,FALSE,5.3,4.8,96,10,11,32.2,103.06,FALSE,FALSE
5.3,4.8,96,10,11,32.2,103.06,FALSE,5.4,4.8,96,7,7,32.2,103.07,FALSE,FALSE
5.4,4.8,96,7,7,32.2,103.07,FALSE,5.4,4.8,96,12,7,32.2,103.03,FALSE,FALSE
5.4,4.8,96,12,7,32.2,103.03,FALSE,5,4.3,95,10,8,32.2,102.94,FALSE,FALSE
5,4.3,95,10,8,32.2,102.94,FALSE,4.8,4.2,96,13,5,32.2,102.9,FALSE,FALSE
4.8,4.2,96,13,5,32.2,102.9,FALSE,5.4,4.4,93,36,2,24.1,102.96,FALSE,FALSE
5.4,4.4,93,36,2,24.1,102.96,FALSE,6,5,94,36,2,19.3,102.91,FALSE,FALSE
6,5,94,36,2,19.3,102.91,FALSE,6.4,5.3,92,25,5,24.1,102.91,FALSE,FALSE
6.4,5.3,92,25,5,24.1,102.91,FALSE,6.7,5.3,91,25,7,24.1,102.93,FALSE,FALSE
6.7,5.3,91,25,7,24.1,102.93,FALSE,6.6,5.3,92,20,7,24.1,102.87,FALSE,FALSE
6.6,5.3,92,20,7,24.1,102.87,FALSE,7,5.2,88,24,5,24.1,102.86,FALSE,TRUE
7,5.2,88,24,5,24.1,102.86,FALSE,6.8,5,88,36,2,24.1,102.84,TRUE,TRUE
6.8,5,88,36,2,24.1,102.84,TRUE,6.5,5.4,93,32,4,19.3,102.86,TRUE,TRUE
6.5,5.4,93,32,4,19.3,102.86,TRUE,6.5,5.8,95,7,9,24.1,102.77,TRUE,TRUE
6.5,5.8,95,7,9,24.1,102.77,TRUE,6.6,5.6,93,7,14,19.3,102.66,TRUE,TRUE
6.6,5.6,93,7,14,19.3,102.66,TRUE,6.9,6.1,94,5,10,19.3,102.73,TRUE,TRUE
6.9,6.1,94,5,10,19.3,102.73,TRUE,6.8,5.8,93,8,7,16.1,102.67,TRUE,TRUE
6.8,5.8,93,8,7,16.1,102.67,TRUE,6.1,5.7,97,17,4,19.3,102.74,TRUE,TRUE
6.1,5.7,97,17,4,19.3,102.74,TRUE,6.2,5.8,97,8,10,24.1,102.66,TRUE,FALSE
6.2,5.8,97,8,10,24.1,102.66,TRUE,6.5,5,90,5,18,24.1,102.6,FALSE,TRUE
6.5,5,90,5,18,24.1,102.6,FALSE,6.1,5.1,93,8,5,24.1,102.68,TRUE,TRUE
6.1,5.1,93,8,5,24.1,102.68,TRUE,6,5.1,94,6,15,24.1,102.67,TRUE,FALSE
6,5.1,94,6,15,24.1,102.67,TRUE,6,4.9,92,9,9,32.2,102.65,FALSE,FALSE
6,4.9,92,9,9,32.2,102.65,FALSE,5.7,4.8,94,8,14,32.2,102.69,FALSE,FALSE
5.7,4.8,94,8,14,32.2,102.69,FALSE,5.4,5,97,11,10,32.2,102.72,FALSE,FALSE
5.4,5,97,11,10,32.2,102.72,FALSE,5.7,5.1,96,7,11,32.2,102.74,FALSE,FALSE
5.7,5.1,96,7,11,32.2,102.74,FALSE,5.8,4.9,94,8,13,32.2,102.76,FALSE,FALSE
5.8,4.9,94,8,13,32.2,102.76,FALSE,6.1,5.1,94,6,7,32.2,102.78,FALSE,FALSE
6.1,5.1,94,6,7,32.2,102.78,FALSE,6.3,5.3,93,6,12,24.1,102.86,FALSE,FALSE
6.3,5.3,93,6,12,24.1,102.86,FALSE,6.5,5.4,93,6,7,24.1,102.93,FALSE,FALSE
6.5,5.4,93,6,7,24.1,102.93,FALSE,7.1,6,93,9,4,24.1,103.05,FALSE,FALSE
7.1,6,93,9,4,24.1,103.05,FALSE,8,6.4,89,14,6,32.2,103.1,FALSE,FALSE
8,6.4,89,14,6,32.2,103.1,FALSE,7.5,6.1,91,24,10,32.2,103.14,FALSE,FALSE
7.5,6.1,91,24,10,32.2,103.14,FALSE,7.5,6.2,92,25,11,32.2,103.15,FALSE,FALSE
7.5,6.2,92,25,11,32.2,103.15,FALSE,7.3,6.4,94,26,12,32.2,103.17,FALSE,FALSE
7.3,6.4,94,26,12,32.2,103.17,FALSE,7.8,6.5,91,27,13,24.1,103.17,FALSE,FALSE
7.8,6.5,91,27,13,24.1,103.17,FALSE,7,6,93,29,12,32.2,103.22,FALSE,FALSE
7,6,93,29,12,32.2,103.22,FALSE,6.9,6.2,96,30,9,32.2,103.31,FALSE,FALSE
6.9,6.2,96,30,9,32.2,103.31,FALSE,6.3,5.3,94,30,14,24.1,103.29,FALSE,FALSE
6.3,5.3,94,30,14,24.1,103.29,FALSE,6.2,5.6,96,33,17,24.1,103.35,FALSE,FALSE
6.2,5.6,96,33,17,24.1,103.35,FALSE,6.7,6.1,96,29,17,24.1,103.36,FALSE,FALSE
6.7,6.1,96,29,17,24.1,103.36,FALSE,5.7,4.8,94,31,14,24.1,103.35,FALSE,FALSE
5.7,4.8,94,31,14,24.1,103.35,FALSE,5.4,5.1,98,1,5,24.1,103.41,FALSE,FALSE
5.4,5.1,98,1,5,24.1,103.41,FALSE,4.9,4.7,98,36,4,24.1,103.46,FALSE,FALSE
4.9,4.7,98,36,4,24.1,103.46,FALSE,5.8,5.4,97,4,7,24.1,103.46,FALSE,FALSE
5.8,5.4,97,4,7,24.1,103.46,FALSE,4.9,4.3,96,35,7,24.1,103.47,FALSE,FALSE
4.9,4.3,96,35,7,24.1,103.47,FALSE,4.8,4.1,95,33,6,24.1,103.53,FALSE,FALSE
4.8,4.1,95,33,6,24.1,103.53,FALSE,5.1,4.6,96,35,7,24.1,103.56,FALSE,FALSE
5.1,4.6,96,35,7,24.1,103.56,FALSE,4.9,4.5,97,3,7,24.1,103.55,FALSE,FALSE
4.9,4.5,97,3,7,24.1,103.55,FALSE,1.9,1.3,96,10,5,24.1,103.5,FALSE,FALSE
1.9,1.3,96,10,5,24.1,103.5,FALSE,2,1.6,97,32,4,24.1,103.5,FALSE,FALSE
2,1.6,97,32,4,24.1,103.5,FALSE,3,2.1,94,18,3,32.2,103.5,FALSE,FALSE
3,2.1,94,18,3,32.2,103.5,FALSE,1.7,1.2,97,21,3,32.2,103.51,FALSE,FALSE
1.7,1.2,97,21,3,32.2,103.51,FALSE,2.7,2.3,98,11,6,32.2,103.59,FALSE,FALSE
2.7,2.3,98,11,6,32.2,103.59,FALSE,4.9,3.1,88,36,2,32.2,103.63,FALSE,FALSE
4.9,3.1,88,36,2,32.2,103.63,FALSE,7.1,4.2,82,29,7,32.2,103.71,FALSE,FALSE
7.1,4.2,82,29,7,32.2,103.71,FALSE,6.8,3.7,81,31,17,32.2,103.61,FALSE,FALSE
6.8,3.7,81,31,17,32.2,103.61,FALSE,7.2,3.2,76,30,12,32.2,103.53,FALSE,FALSE
7.2,3.2,76,30,12,32.2,103.53,FALSE,7,3.4,78,29,9,32.2,103.51,FALSE,FALSE
7,3.4,78,29,9,32.2,103.51,FALSE,6.9,4.2,83,29,13,32.2,103.49,FALSE,FALSE
6.9,4.2,83,29,13,32.2,103.49,FALSE,6.2,4.1,86,30,12,32.2,103.51,FALSE,FALSE
6.2,4.1,86,30,12,32.2,103.51,FALSE,3.6,2.8,94,32,13,32.2,103.55,FALSE,FALSE
3.6,2.8,94,32,13,32.2,103.55,FALSE,4.2,3.2,94,30,4,32.2,103.54,FALSE,FALSE
4.2,3.2,94,30,4,32.2,103.54,FALSE,2.2,1.1,92,32,6,24.1,103.53,FALSE,FALSE
2.2,1.1,92,32,6,24.1,103.53,FALSE,2.3,1.6,95,36,1,24.1,103.51,FALSE,FALSE
2.3,1.6,95,36,1,24.1,103.51,FALSE,0.4,-0.5,94,36,7,24.1,103.51,FALSE,FALSE
0.4,-0.5,94,36,7,24.1,103.51,FALSE,2.3,1.7,96,4,7,24.1,103.53,FALSE,FALSE
2.3,1.7,96,4,7,24.1,103.53,FALSE,1.5,1,96,8,11,24.1,103.51,FALSE,FALSE
1.5,1,96,8,11,24.1,103.51,FALSE,1.5,0.9,95,9,8,24.1,103.47,FALSE,FALSE
1.5,0.9,95,9,8,24.1,103.47,FALSE,1.1,0.4,95,36,5,24.1,103.45,FALSE,FALSE
1.1,0.4,95,36,5,24.1,103.45,FALSE,1.8,1.2,96,32,5,24.1,103.46,FALSE,FALSE
1.8,1.2,96,32,5,24.1,103.46,FALSE,1.9,1.4,97,36,3,24.1,103.43,FALSE,FALSE
1.9,1.4,97,36,3,24.1,103.43,FALSE,2,1.7,98,9,7,24.1,103.38,FALSE,FALSE
2,1.7,98,9,7,24.1,103.38,FALSE,2,1.6,97,10,13,24.1,103.3,FALSE,FALSE
2,1.6,97,10,13,24.1,103.3,FALSE,1.6,1.2,97,10,10,24.1,103.22,FALSE,FALSE
1.6,1.2,97,10,10,24.1,103.22,FALSE,1.5,1.2,97,10,7,24.1,103.15,FALSE,FALSE
1.5,1.2,97,10,7,24.1,103.15,FALSE,1.2,0.8,97,9,9,32.2,103.12,FALSE,FALSE
1.2,0.8,97,9,9,32.2,103.12,FALSE,1.8,1.4,97,10,11,32.2,103.14,FALSE,FALSE
1.8,1.4,97,10,11,32.2,103.14,FALSE,4.6,3.1,90,9,12,32.2,103.11,FALSE,FALSE
4.6,3.1,90,9,12,32.2,103.11,FALSE,5.6,3,84,11,17,24.1,103.09,FALSE,FALSE
5.6,3,84,11,17,24.1,103.09,FALSE,6.8,3.9,81,13,13,32.2,102.98,FALSE,FALSE
6.8,3.9,81,13,13,32.2,102.98,FALSE,6.5,3,78,14,17,32.2,102.87,FALSE,FALSE
6.5,3,78,14,17,32.2,102.87,FALSE,6.1,3.1,81,11,16,32.2,102.83,FALSE,FALSE
6.1,3.1,81,11,16,32.2,102.83,FALSE,6.3,3,79,13,18,32.2,102.72,FALSE,FALSE
6.3,3,79,13,18,32.2,102.72,FALSE,6.1,3.3,82,15,11,32.2,102.73,FALSE,FALSE
6.1,3.3,82,15,11,32.2,102.73,FALSE,5.7,3.6,86,10,13,32.2,102.65,FALSE,FALSE
5.7,3.6,86,10,13,32.2,102.65,FALSE,6,3.6,84,8,10,24.1,102.62,FALSE,FALSE
6,3.6,84,8,10,24.1,102.62,FALSE,6,3.6,85,10,13,24.1,102.58,FALSE,FALSE
6,3.6,85,10,13,24.1,102.58,FALSE,6.1,3.4,83,9,8,24.1,102.6,FALSE,FALSE
6.1,3.4,83,9,8,24.1,102.6,FALSE,5.7,3.6,86,11,6,24.1,102.58,FALSE,FALSE
5.7,3.6,86,11,6,24.1,102.58,FALSE,5.3,3.2,87,9,4,24.1,102.56,FALSE,FALSE
5.3,3.2,87,9,4,24.1,102.56,FALSE,4.9,4.2,95,33,4,22.5,102.54,FALSE,FALSE
4.9,4.2,95,33,4,22.5,102.54,FALSE,5.1,3.9,91,36,4,24.1,102.49,FALSE,FALSE
5.1,3.9,91,36,4,24.1,102.49,FALSE,4.8,3.9,94,31,5,24.1,102.47,FALSE,FALSE
4.8,3.9,94,31,5,24.1,102.47,FALSE,5,4.2,94,33,4,24.1,102.44,FALSE,FALSE
5,4.2,94,33,4,24.1,102.44,FALSE,4.8,3.9,94,28,4,24.1,102.41,FALSE,FALSE
4.8,3.9,94,28,4,24.1,102.41,FALSE,5.1,4.1,93,31,8,24.1,102.37,FALSE,FALSE
5.1,4.1,93,31,8,24.1,102.37,FALSE,4.5,3.4,93,25,8,24.1,102.32,FALSE,FALSE
4.5,3.4,93,25,8,24.1,102.32,FALSE,4.7,3.6,93,26,8,24.1,102.33,FALSE,FALSE
4.7,3.6,93,26,8,24.1,102.33,FALSE,4.1,3.2,94,29,8,32.2,102.28,FALSE,FALSE
